 0.22770,13971.000
 0.44400,13971.000
 0.54991,13971.000
 0.77693,13763.000
 0.99357,13763.000
 1.20957,13763.000
 1.42652,13763.000
 1.64297,13763.000
 1.76063,14111.000
 1.98380,14111.000
 2.19286,14111.000
 2.40897,14111.000
 2.62546,14111.000
 2.84419,13992.000
 2.95847,13992.000
 3.17409,13992.000
 3.39865,13992.000
 3.60954,13992.000
 3.84086,13836.000
 4.06011,13836.000
 4.15740,13836.000
 4.39041,13836.000
 4.62361,13836.000
 4.83141,13754.000
 5.04827,13754.000
 5.17337,13754.000
 5.39759,13754.000
 5.62280,13754.000
 5.84371,14231.000
 5.95818,14231.000
 6.17238,14231.000
 6.39663,14231.000
 6.61340,14231.000
 6.83836,13751.000
 7.05164,13751.000
 7.16365,13751.000
 7.37932,13751.000
 7.59558,13751.000
 7.82890,13707.000
 7.94941,13707.000
 8.17031,13707.000
 8.37812,13707.000
 8.60345,13707.000
 8.81990,13842.000
 9.03669,13842.000
 9.15294,13842.000
 9.37086,13842.000
 9.58591,13842.000
 9.80236,13972.000
 10.02433,13972.000
 10.23520,13972.000
 10.35183,13972.000
 10.56841,13972.000
 10.78485,13674.000
 11.00912,13674.000
 11.23482,13674.000
 11.35053,13674.000
 11.57383,13674.000
 11.78397,14923.000
 12.00811,14923.000
 12.22529,14923.000
 12.44318,14923.000
 12.54787,14923.000
 12.76628,13411.000
 13.01821,13411.000
 13.21429,13411.000
 13.43353,13411.000
 13.65758,13411.000
 13.76962,14359.000
 13.99904,14359.000
 14.21345,14359.000
 14.43165,14359.000
 15.11207,14359.000
 15.18903,14025.000
 15.29772,14025.000
 15.40959,14025.000
 15.51913,14025.000
 15.63993,14025.000
 15.84708,14395.000
 15.95446,14395.000
 16.17842,14395.000
 16.39873,14395.000
 16.64125,14395.000
 16.82971,14344.000
 16.94977,14344.000
 17.16346,14344.000
 17.38081,14344.000
 17.59542,14344.000
 17.81580,14054.000
 18.04714,14054.000
 18.16182,14054.000
 18.37806,14054.000
 18.61119,14054.000
 18.83659,13893.000
 19.06094,13893.000
 19.17022,13893.000
 19.38023,13893.000
 19.59417,13893.000
 19.81870,13659.000
 20.03889,13659.000
 20.14671,13659.000
 20.36008,13659.000
 20.58711,13659.000
 20.81167,13989.000
 21.02586,13989.000
 21.24059,13989.000
 21.35050,13989.000
 21.56262,13989.000
 21.79201,14412.000
 22.00826,14412.000
 22.22610,14412.000
 22.44211,14412.000
 22.54925,14412.000
 22.77430,14672.000
 22.99159,14672.000
 23.20741,14672.000
 23.42919,14672.000
 23.64811,14672.000
 23.75843,14110.000
 23.97879,14110.000
 24.18975,14110.000
 24.41145,14110.000
 24.63937,14110.000
 24.84747,13621.000
 24.95578,13621.000
 25.18038,13621.000
 25.39304,13621.000
 25.61318,13621.000
 25.82971,13859.000
 26.05494,13859.000
 26.16797,13859.000
 26.38815,13859.000
 26.59590,13859.000
 26.81819,14320.000
 27.03722,14320.000
 27.15492,14320.000
 27.36256,14320.000
 27.58237,14320.000
 27.81982,14262.000
 28.04572,14262.000
 28.15310,14262.000
 28.45348,14262.000
