 0.10756,-0.000
 0.21961,0.000
 0.43603,0.000
 0.65243,0.000
 0.88582,0.000
 1.11171,14225.000
 1.21886,14225.000
 1.43506,14225.000
 1.65433,14225.000
 1.87618,14225.000
 2.23279,14360.000
 2.31076,14360.000
 2.42022,14360.000
 2.65091,14360.000
 2.85640,14360.000
 3.07512,14394.000
 3.30031,14394.000
 3.41668,14394.000
 3.64136,14394.000
 3.86624,14394.000
 4.07418,13801.000
 4.30121,13801.000
 4.41585,13801.000
 4.62382,13801.000
 4.84883,13801.000
 5.06529,13672.000
 5.28536,13672.000
 5.49978,13672.000
 5.61483,13672.000
 5.82982,13672.000
 6.04784,12949.000
 6.27206,12949.000
 6.48069,12949.000
 6.70525,12949.000
 6.82096,12949.000
 7.03034,13673.000
 7.25891,13673.000
 7.47105,13673.000
 7.69643,13673.000
 7.90393,13673.000
 8.12064,14519.000
 8.23710,14519.000
 8.45364,14519.000
 8.67156,14519.000
 8.88658,14519.000
 9.11168,14691.000
 9.21956,14691.000
 9.43622,14691.000
 9.65355,14691.000
 9.87213,14691.000
 10.09414,13773.000
 10.31668,13773.000
 10.42877,13773.000
 10.64381,13773.000
 10.86020,13773.000
 11.07647,14704.000
 11.29305,14704.000
 11.51758,14704.000
 11.62630,14704.000
 11.84195,14704.000
 12.05991,13456.000
 12.28287,13456.000
 12.49992,13456.000
 12.61673,13456.000
 12.82522,13456.000
 13.04170,14037.000
 13.26466,14037.000
 13.48253,14037.000
 13.69883,14037.000
 13.92005,14037.000
 14.04074,14519.000
 14.25078,14519.000
 14.46498,14519.000
 14.69017,14519.000
 14.90657,14519.000
 15.12294,13932.000
 15.23100,13932.000
 15.45630,13932.000
 15.67255,13932.000
 15.88912,13932.000
 16.10897,14186.000
 16.22235,14186.000
 16.45525,14186.000
 16.68009,14186.000
 16.89007,14186.000
 17.10816,13945.000
 17.22843,13945.000
 17.44442,13945.000
 17.66580,13945.000
 17.87345,13945.000
 18.10407,13286.000
 18.31180,13286.000
 18.42336,13286.000
 18.65344,13286.000
 18.86967,13286.000
 19.22690,13639.000
